

Constructor start...
The Running Date is : 2015 6 7
The Time is: 22 37 54
Init starting...
Init OK!
8,2116,-28.3288,-37.2934,4.06876,28.7894,0,1,
9,2116,-26.7362,-42.5099,4.02071,26.7143,0,1,
9,2116,-25.8484,-45.8279,4.01013,25.0219,0,1,
10,2116,-27.0592,-43.4651,4.06473,23.4999,0,1,
11,2103,-26.1118,-42.5223,4.11999,19.6135,0,1,
12,2116,-25.4631,-41.0588,4.18499,18.7116,0,1,
12,2116,-26.315,-39.5511,4.24664,17.9223,0,1,
13,2103,-27.4851,-38.2767,4.32568,15.247,0,1,
13,2103,-26.2317,-37.5808,4.40593,13.3669,0,1,
0,2116,-40.248,-22.5046,-1.40364,11.9701,0,1,
2,2116,-42.3656,-22.4175,-1.28457,10.9511,0,1,
3,2116,-46.1446,-22.497,-1.17648,10.0951,0,1,
4,2116,-47.0787,-22.1807,-1.09593,10.163,0,1,
4,2170,-42.426,-21.7122,-1.09282,10.9175,0,1,
4,2103,-37.0496,-21.0601,-1.08668,11.0082,0,1,
3,2103,-33.4844,-20.8248,-1.08215,10.9029,0,1,
2,2116,-29.5376,-20.2716,-1.07362,10.8148,0,1,
2,2116,-27.6737,-19.7102,-1.79079,3.56165,0,1,
1,2103,-26.203,-19.0845,-1.80007,3.15802,0,1,
81,2143,7.30329,-2.53901,-0.394532,9.44929,0,1,
81,2143,7.44584,-2.55666,-0.370468,9.65129,0,1,
81,2129,7.38526,-2.56965,-0.337453,9.86105,0,1,
81,2143,7.27866,-2.58444,-0.308571,10.0333,0,1,
81,2129,7.12528,-2.59873,-0.278509,10.2139,0,1,
81,2129,7.02935,-2.61228,-0.253131,10.4345,0,1,
81,2129,7.17626,-2.62339,-0.226608,10.6282,0,1,
82,2129,7.12066,-2.63376,-0.198973,10.8599,0,1,
81,2143,7.0317,-2.64176,-0.170791,11.0559,0,1,
81,2143,6.9849,-2.64614,-0.142076,11.2462,0,1,
81,2143,6.90445,-2.64697,-0.113895,11.4459,0,1,
81,2143,6.80393,-2.64462,-0.0875498,12.0143,0,1,
81,2143,6.7668,-2.64607,-0.0622363,12.2191,0,1,
80,2143,6.70427,-2.63703,-0.0365367,12.4155,0,1,
81,2143,6.67636,-2.63169,-0.0134429,13.0355,0,1,
81,2143,6.65973,-2.62588,0.0093933,13.5952,0,1,
80,2156,6.82473,-2.60834,0.0342484,14.1781,0,1,
80,2143,7.00335,-2.59264,0.0589304,14.4062,0,1,
80,2143,7.00433,-2.59075,0.0837151,14.6422,0,1,
80,2143,6.98535,-2.5952,0.106887,14.9281,0,1,
80,2143,6.943,-2.59794,0.127498,14.6049,0,1,
80,2143,6.93389,-2.60806,0.125679,14.1472,0,1,
80,2156,6.89653,-2.6086,0.126768,14.1918,0,1,
80,2170,6.85232,-2.60422,0.149762,14.6657,0,1,
80,2143,6.8749,-2.6009,0.175513,15.0396,0,1,
80,2143,6.87618,-2.59265,0.201999,15.4045,0,1,
80,2143,6.85652,-2.59595,0.203122,15.8312,0,1,
80,2143,6.83949,-2.57658,0.205763,16.4259,0,1,
80,2143,6.82865,-2.57284,0.203216,16.9909,0,1,
80,2143,6.77212,-2.58016,0.198174,17.5844,0,1,
80,2156,6.74631,-2.58039,0.196829,17.9752,0,1,
79,2143,6.6871,-2.58438,0.220721,17.0146,0,1,
79,2143,6.65175,-2.58578,0.243584,17.0203,0,1,
80,2143,6.63616,-2.58535,0.265065,17.4173,0,1,
80,2143,6.61245,-2.58106,0.288445,17.7505,0,1,
79,2143,6.78525,-2.56578,0.312753,17.9407,0,1,
79,2143,6.79222,-2.57815,0.336815,18.6241,0,1,
80,2143,6.81387,-2.5903,0.361679,18.9066,0,1,
80,2143,6.81491,-2.60138,0.383415,18.0978,0,1,
80,2156,7.05028,-2.60623,0.383136,18.2708,0,1,
80,2143,7.0469,-2.61104,0.381109,18.7584,0,1,
80,2143,7.04002,-2.6106,0.379985,18.7095,0,1,
80,2143,7.00379,-2.60275,0.378846,18.8685,0,1,
80,2156,6.97409,-2.59514,0.376913,19.031,0,1,
80,2143,6.98685,-2.58947,0.37726,19.1887,0,1,
80,2156,6.99899,-2.57923,0.377386,19.3329,0,1,
80,2170,7.02043,-2.56676,0.378421,19.4919,0,1,
80,2156,7.0049,-2.5537,0.375306,19.6481,0,1,
80,2143,7.02482,-2.53243,0.377194,19.8629,0,1,
80,2143,6.96185,-2.52361,0.375605,20.0229,0,1,
79,2156,6.94503,-2.51395,0.374893,20.0357,0,1,
79,2143,6.97229,-2.50064,0.376183,20.2107,0,1,
78,2156,7.02865,-2.48614,0.376765,20.3083,0,1,
79,2156,7.03143,-2.48882,0.375971,20.1478,0,1,
79,2156,7.07735,-2.48853,0.3758,20.1334,0,1,
79,2156,7.10095,-2.48005,0.378336,20.0573,0,1,
79,2156,7.1184,-2.46833,0.380813,19.8297,0,1,
79,2156,7.09375,-2.4617,0.385051,19.8284,0,1,
78,2143,7.06908,-2.46185,0.385356,19.7584,0,1,
78,2170,7.04119,-2.45873,0.387738,19.7004,0,1,
78,2170,7.19416,-2.43633,0.386641,19.4869,0,1,
78,2143,7.36928,-2.40925,0.388635,19.42,0,1,
78,2143,7.48534,-2.39788,0.387704,19.2687,0,1,
79,2143,7.44018,-2.38474,0.390383,19.1954,0,1,
78,2143,7.65344,-2.37043,0.38951,19.1314,0,1,
79,2143,7.57965,-2.35798,0.39094,18.9975,0,1,
79,2156,7.75667,-2.34455,0.391156,19.013,0,1,
80,2116,8.27288,-2.35998,0.387683,18.9473,0,1,
81,2078,10.1271,-2.40799,0.36667,19.4297,0,1,
82,2053,17.6906,-2.50551,0.331705,19.7765,0,1,
82,2065,119.651,-2.62628,0.281361,19.9575,0,1,
79,2040,-19.9438,-2.80241,0.223084,19.7293,0,1,
74,2028,-8.48551,-3.03156,0.169467,19.5404,0,1,
68,1993,-5.03106,-3.28428,0.134139,19.3369,0,1,
63,1993,-3.58118,-3.55869,0.10809,19.2987,0,1,
57,1981,-2.80455,-3.8648,0.0869923,19.3046,0,1,
51,1981,-2.33381,-4.22792,0.0637027,19.2865,0,1,
46,1970,-2.01788,-4.70115,0.036913,19.344,0,1,
41,2005,-1.77069,-5.23528,0.0191311,19.3433,0,1,
37,1981,-1.58755,-5.89389,-0.000283511,19.2828,0,1,
32,2028,-1.45787,-6.67381,-0.0181277,19.2735,0,1,
28,2028,-1.34703,-7.59776,-0.0353143,19.4206,0,1,
25,2016,-1.26462,-8.62128,-0.0513794,19.3394,0,1,
22,2028,-1.1996,-9.87714,-0.0704011,19.4095,0,1,
19,2028,-1.15061,-11.534,-0.0932363,19.475,0,1,
16,2028,-1.10794,-13.7124,-0.115573,19.6861,0,1,
13,2053,-1.07412,-16.3692,-0.136925,19.9115,0,1,
12,2053,-1.04712,-19.8804,-0.15646,20.224,0,1,
10,2028,-1.01883,-24.0349,-0.173271,20.3778,0,1,
9,2040,-0.989849,-30.0829,-0.186078,20.5563,0,1,
9,2040,-0.970482,-38.018,-0.19762,20.8808,0,1,
7,2040,-0.956359,-52.5769,-0.214117,21.4331,0,1,
7,2053,-0.944494,-83.648,-0.235026,22.0068,0,1,
6,2040,-0.939327,-160.502,-0.258864,22.6145,0,1,
4,2040,-0.93132,1938.35,-0.273033,22.9398,0,1,
4,2028,-0.920816,167.993,-0.281093,23.4808,0,1,
3,2028,-0.911588,87.2305,-0.291669,24.1679,0,1,
2,2028,-0.907908,59.9806,-0.309128,24.9043,0,1,
2,2040,-0.904041,46.7808,-0.324785,25.7143,0,1,
1,2028,-0.900657,38.9041,-0.341231,26.1505,0,1,
1,2028,-0.892944,33.5564,-0.34932,27.0592,0,1,
0,2028,-0.890656,30.0886,-0.368187,27.6721,0,1,
